"s_suppkey","s_nationkey","s_comment","s_name","s_address","s_phone","s_acctbal"
190,19,deposits wake quickly with the carefully unusual theodolites. silently even instructions after,Supplier#000000190,"39Shf HZJItjEKg0ZLdIGN8qEFQWGRrTd","416-275-9157",5404.1000
191,14,packages haggle fluffily quickly pending accounts. final ,Supplier#000000191,l VHx4FzHOHKuN,"401-393-9190",598.5400
192,19,quickly unusual instructions doze silently. deposits along the ironic accounts are,Supplier#000000192,bcROys1CcMYDSv3769ZVVb2tpRjXy,"897-288-5941",6553.2900
193,23,blithely special dependencies cajole. requests are after the careful,Supplier#000000193,"ZlxA5OP5XB1bLXytYjvgCzvLg cLmiZ,gJ","389-857-2071",9502.9400
194,13,furiously ironic excuses are! blithely regular inst,Supplier#000000194,fbkArFPGIjY0EM1gsT,"835-971-3654",6545.1700
195,19,carefully even excuses after the ,Supplier#000000195,"o,bT4mxFiCGo8l7isbaIk5YtRMUtooO42idBYAO","994-893-2287",-389.9400
196,16,slyly unusual excuses are against the regular deposits. quickly unusual theodolites x-ray furiousl,Supplier#000000196,"vl5F2PZJZxBkv2bK9mJ2P,I4NQ","292-715-1496",4680.2700
197,1,furiously regular packages around the packages was silent final deposits. ironic dep,Supplier#000000197,XZLkCcErFbNj36Fsw2HPE9Ih0h,"911-208-9831",3817.5400
198,7,carefully special accounts sleep blithely blithely pending asymptotes. express unusual depos,Supplier#000000198,"9vMrWhl0 BsUHO73GkfyNzYBMpD6IsD5pKZfWUv","287-664-6816",2085.8300
199,5,busily special foxes use at the slyly express accounts. thinly regular pinto beans haggle about th,Supplier#000000199,"IPSHM,dtMZgS,d","154-432-5532",4192.6800
200,23,ironic regular epitaphs cajole flu,Supplier#000000200,"3ZCjvO5uY0r","164-886-7005",2621.3600
201,23,slyly regular hockey players against the carefull,Supplier#000000201,"84,YQo9i4bn","605-132-6206",6482.9800
202,10,blithely idle deposits believe alongside of the quickly ironic ,Supplier#000000202,JrRyoLo6IJo2pli6e,"780-915-1938",5119.1400
203,23,foxes detect ironically across the ,Supplier#000000203,TqFCXFcPgO8UEtU,"762-553-7302",9712.1000
204,18,final frays hang fluffily. ironic even idea,Supplier#000000204,"8sPI0CX1fB","167-552-4956",116.7100
205,23,furious even accounts haggle quickly. express accounts need to integrate a,Supplier#000000205,xmt9wuYtj7dHXXhM6EbXaUBh1Idi,"271-771-4090",830.3700
206,10,blithely unusual instructions boost slyly furious pinto beans. special requests hinder fl,Supplier#000000206,"uPFx7QXM,2xqzdXSWCf8uEcsMd","108-171-6671",5669.1300
207,15,silent asymptotes cajole pinto beans.,Supplier#000000207,AggQyQpIjHejJCr9n1ckyUQ6VkvI,"480-273-9807",6333.6600
208,12,furiously unusual deposits snooze busily. unusual packages promise slyly against the d,Supplier#000000208,VLcKHzmJ5336YI9vbjwcDF3YR ,"318-288-5468",3637.5800
209,11,quickly silent excuses integrate carefully blithely ironic theodolites. carefully special dependenci,Supplier#000000209,"wMBgufuGlH0Io7OkgNcDP4tuDrOK6s a,g","409-756-1329",9301.6400
210,22,furiously unusual accounts sleep. furiously even theodolites impres,Supplier#000000210,npoi8k2bMY QeJyIKI,"439-165-3414",224.9100
211,17,instructions wake. slyly unusual requests are quickly across the requests. final final,Supplier#000000211,JzMD59TV6YxO,"861-790-6315",8150.2700
212,13,requests sublate slyly. furiously final deposits,Supplier#000000212,xAg U3dSAhXWAqKa,"473-364-2576",6255.8600
213,11,slyly express accounts thrash quickly according to the quickly close requests. even foxes,Supplier#000000213,nF2nFoeIFVupYvVH4blX4,"848-581-7172",8570.4800
214,3,final accounts sleep furiously across the fluffily bold packages. idly final pack,Supplier#000000214,W5hNwPN3EGF nLUOwxBDZGi0DyYFOqRrDJ,"873-728-6467",1996.7300
215,3,unusual requests boost quickly. silent ideas are across the blithely sp,Supplier#000000215,"rYysi9L2 ER,A9P","366-258-9515",9629.9400
216,3,furiously regular packages against the ironic accounts haggle accounts.,Supplier#000000216,pAqJ S XWdXj E,"855-171-6333",2432.5300
217,11,regular packages boost after the ironic stealthy deposits! final multi,Supplier#000000217,"7WOd4zpN3Rtm,","703-671-1921",3503.2700
218,9,bold realms above the slyly regular requests use ruthlessly slyly final packages. deposits accordin,Supplier#000000218,"p4kJJehs2Dr5jLADV7ihP3fNv,","243-463-3559",4772.5600
219,1,ironic pinto beans are pinto beans? regular requests a,Supplier#000000219,ZDCw9ZsDiHdxzs3rEFZjI8HESkaFNF,"307-541-4291",585.4200
220,12,pending accounts except the ideas integrate never regular deposits. slyly special dolphins,Supplier#000000220,"cE7tbJC1JsH3,0MA5ic8jV","262-202-7557",4680.2000
221,4,blithely silent requests integrate carefully about th,Supplier#000000221,nuc0JvkhCAkhdbb5YXZK9syJg2VeqoV4dbeoE,"171-835-4335",2237.3400
222,14,bold accounts nag quickly; even deposits wake. slyly unu,Supplier#000000222,f3gRUJRP8xqmvN759 dHXSt,"687-533-6241",9219.4500
223,21,blithely final pinto beans along the f,Supplier#000000223,yE7nF R72rGvHSueC,"224-754-7440",5817.2600
224,1,blithely silent foxes boost furiously alongside of the blithely ev,Supplier#000000224,ExDBZdqv4ZDFDXgN86zd5nztTXb hendk2qSgBG,"809-219-9698",4.3300
225,24,final foxes solve carefull,Supplier#000000225,"71D9gQt,JuW2UFMK9h,19Uosurs3","313-566-3787",7541.7400
226,24,requests cajole carefully about the fluffily ironic deposit,Supplier#000000226,tZPlor4yTczTY0qfrq35ErtS,"884-369-4418",7816.9100
227,14,dependencies haggle furiously alongside of the furiously pending dolphins: quic,Supplier#000000227,Qhsbo7mpcb1xZYk0xL7bXDj,"880-104-7135",5843.7900
228,21,furiously final dependencies about the requests cajole carefully above the regu,Supplier#000000228,"exuZUJt0lVgWJthS5o0M6D6,78lhS,BLBj5X GK","979-961-5466",772.8200
229,19,slyly unusual ideas wake.,Supplier#000000229,KfJwjDmEvOh5CScGlpTp6sgsGE1urpdclt,"908-703-6373",8359.1900
230,9,blithely final accounts wake regular bold dependencies. quickly silent theodolites haggle fluffily sin,Supplier#000000230,FVrktsaJx2WC5U0U6d2rfGq6TnkiQeviowp1I7r,"870-680-4299",7752.4800
231,22,fluffily even decoys haggle furiously o,Supplier#000000231,"3LkbwpASlrND6jnjN44ZG7IPlDz05N","235-519-5549",608.2000
232,3,foxes affix. dependencies across the quietly final deposits nag c,Supplier#000000232,nOAVU7VxK ZO4OH6lFWK1QDx2KjL,"624-188-1512",2202.0900
233,3,furiously final requests cajol,Supplier#000000233,mFfJVWxey9JLdujeBxCxZDGYs3K,"362-899-3223",-792.4700
234,17,slyly special platelets use silently. unusual platelets detect.,Supplier#000000234,"1c78BhBn6H Fs","788-895-9530",4423.4300
235,18,ironic special deposits across the accounts detect blithely regular ,Supplier#000000235,X1FlRZqwW57 yX,"882-269-4237",148.3400
236,8,blithely ironic foxes are quietly across the excuses. furiously ironic deposits in pl,Supplier#000000236, 0goPebibJOpBSJvAym1PeS5,"646-990-9869",469.8300
237,3,silent patterns sleep slyly special foxes. ev,Supplier#000000237,vwHR3kPZqOSQytdqUI6Yf,"478-991-6373",4493.3000
238,3,theodolites about the deposits haggle above the furiously even accounts. final ,Supplier#000000238,"NH,0tEuuDmI6d2AXtOqyFBAVJ4","625-369-3932",6066.9700
239,10,regular pinto beans try to nag. carefully pending dependencies are carefully-- fluffily i,Supplier#000000239,MKwpjt5yvFSjGs7Ri,"318-241-3739",8190.8800
240,5,fluffily unusual packages wake ironic somas. blithely,Supplier#000000240,Al OuL7hVwAH6Ukttnhk,"365-126-1382",9567.6100
241,3,furiously ironic courts nag into t,Supplier#000000241,"OaBdp,hIWFUU5,6mT9BQoR,vgzgEzQ8hQNxz7erj","795-479-6262",6370.9300
242,4,final courts x-ray carefully. regularly special theodolites wake carefully q,Supplier#000000242,jWuW5uHJKyXTNQpP0dX4TQ,"188-615-3529",1994.7200
243,3,realms detect. unusual accounts cajole quickly. regular ironic ,Supplier#000000243,WEQnUsMCaQ5KkuqTy0TRrOLD,"234-289-1467",8087.9000
244,21,furiously regular instructions wake,Supplier#000000244,",DTjrHplauMXgLST2ZmRnq9YsoM eI","324-197-8450",2864.1800
245,3,final accounts wake furious,Supplier#000000245,"0K82rdmB7Cyv","804-386-3674",5493.2000
246,10,slyly bold deposits boost furiously according to the ironic theodolites. ironic f,Supplier#000000246,QCxtYbwUnlK,"639-440-8855",731.6000
247,23,bold excuses are evenly. slyly special accounts nag slyly above the,Supplier#000000247,tPdcxOo4tYzfz4d,"421-759-3882",4755.2800
248,22,ironic regular packages alongside of the carefully even dinos cajole fur,Supplier#000000248,o1SFplJD1CA,"661-224-6333",2496.6800
249,17,even express dependencies nag according to the fluffily even requests. bold platelets haggle sly,Supplier#000000249,vkNsopDCNu,"487-760-8410",7702.6800
250,15,ironic deposits use furiously after the silent bold requests.,Supplier#000000250,CxijSs2vp4TvGXgWC3bjQXlnR3hc7X,"178-843-1620",1643.7900
251,21,regular excuses are pending accounts. furiously ironic p,Supplier#000000251,"b0H,RAgY0n","113-706-2473",9678.2400
252,11,slyly even requests sleep blithely above the regular regular deposits. depe,Supplier#000000252,"G5p,tkaUwc rMI9XRmM10kOgWLFkK0RLE7u","535-563-8590",-341.8000
253,24,quickly express accounts cajole fluffily. slyly regular asymptotes promise. unusual pa,Supplier#000000253,"0kFR7ZzD4XxDAWk5,68","808-512-9548",5894.9000
254,15,sometimes bold dependencies wake blithely final silent instructions. furiously final requests boos,Supplier#000000254,HUxoF9uPR2P8zIqR1leY79t4EvuCi71hL,"552-422-5742",4752.2600
255,15,quickly even packages wake bold bol,Supplier#000000255,"gmkj1aZEyconnSpWb,U","370-464-6459",8853.4100
256,21,slyly regular theodolites after the regular packages c,Supplier#000000256," STA,RijHg3pyHWsL0PESQWzT","730-798-6521",955.2100
257,13,blithely even packages serve ironically car,Supplier#000000257,"RL4P,uGgOB8o6h","505-668-4598",1557.2400
258,13,carefully bold requests wake. ironic brave requests after the carefully special accounts,Supplier#000000258,yM6NVEtppcmlqrzwX6Ef688KnIjz9i9uYl3M,"391-294-9391",2775.6300
259,18,slyly sly accounts cajole fluffily slowly fi,Supplier#000000259,DO1nGg3DGN0b7mHUrIv,"615-175-4267",1953.8700
260,13,final ideas use blithely among the special final dolphins. regular theodolites might x-ray. pend,Supplier#000000260,"FsPXkzHgIkgEx,","908-565-8271",-458.7800
261,5,fluffily regular theodolites wake carefully quickly regular instructions. carefully final,Supplier#000000261,"hzqnSupHtZTubEVUJ,Pn1","133-162-2764",8211.8200
262,3,furiously bold asymptotes cajole sly,Supplier#000000262,"R,ED47bt1DL2X7XCDvXCZ UKWnSSngPWPdSXVN","130-452-1430",3529.1600
263,9,regular silent packages sleep slyly pending regular somas. accounts cajole furiously? slyly idle excus,Supplier#000000263,"vfZdaCYY,cvC","292-389-5948",14.4600
264,24,blithely express requests must have to wake carefully pe,Supplier#000000264,UOuDPLvv6tsqIEM7myacdCbbe1rqAoQyPj,"716-742-1752",-16.6900
265,0,carefully regular requests sleep alongside of the slyly ironic deposits-- carefull,Supplier#000000265,epM232ykBgpbF5BAVpC7xjkiwqMO8,"767-400-9357",5133.7000
266,14,packages nag quickly close,Supplier#000000266,"4YBJ78FVkOuQ W0hy3GyOuSPhw3vwYn","309-350-5553",8836.3200
267,21,bold requests integrate. furiously regular,Supplier#000000267,lFgXC8aeGQJbiUiNdEh3NP,"137-610-5267",4784.5200
268,11,furiously ironic excuses are slyly unusual pinto beans. foxes serve about the e,Supplier#000000268,Wy8zQKdixHjNFU4kgpmmu17iDv8Wt,"829-784-8922",922.7000
269,7,unusual requests boost of ,Supplier#000000269,cYYm5OyENI,"567-997-6108",6482.1200
270,10,blithely special accounts haggle around the fluffily sly ideas. quickly ironic ins,Supplier#000000270,"4FMzKdv96VV5padFXcnGpTB4OK7tLfN95W8D,8P1","209-552-1757",7306.6000
271,1,even unusual frays cajole. ca,Supplier#000000271,"fT8bEbrB4Lk WBiWLXFX,qHuPDdgNz4CTZHeuB","190-318-9396",-892.6200
272,16,busily special accounts will have to boost slyly doggedly ironic r,Supplier#000000272,AdxZQ3mEjAW4KIYDSECJOD45BYGet1uTC8,"222-130-1232",7403.3300
273,12,express asymptotes was slyly. furiously special requests above th,Supplier#000000273,wwU5iGcps7TONYUyc,"753-318-6895",3374.9400
274,9,furiously special deposits wake across the slyly bold requests,Supplier#000000274,"zSmHCGYSpi,EZFo,","306-136-2043",3313.4000
275,2,blithely bold asymptotes boost. ironic dependencies grow unusual packages. blithely ironic,Supplier#000000275,pLAoONAo2KCEbo0V1n3ywjdby,"465-877-1048",1780.1600
276,5,slyly final foxes cajole slyly according to ,Supplier#000000276,"hbqW00kPOmrq4,DH5L673c,Mu1y","440-663-1634",6421.4100
277,6,even instructions haggle carefully. express requests wake carefully. slyly reg,Supplier#000000277,"8cR1m6wcjeZMBfeLfHyQ8W","243-745-9960",8941.4700
278,18,final excuses use carefully: regular foxes haggle slyly express accounts. pending ironic,Supplier#000000278,"08dSsJP4MfzOed ","254-766-2941",3564.9400
279,23,carefully regular dependencies affix ironically among the even final requests. instructions ,Supplier#000000279,"0IDc,fZLkDmTQqrz3XMtCa2xDMQu","150-256-3361",-601.4900
280,16,carefully even requests are carefully among the requests. dogged ideas cajole daringl,Supplier#000000280,SRPCFADZz3shWj,"662-129-3684",4023.7100
281,23,packages cajole furiously. carefully ,Supplier#000000281,r0HJISWTMK0jl6PP9Exx7dnjCQ,"854-265-8583",3540.9500
282,7,theodolites haggle. regular theodolites nag. ironic ideas do nag blithely. even silent pint,Supplier#000000282,"34odFjFQ2KQJ,UtEy,UcmJPSY9","197-568-3640",8711.2100
283,11,regular packages wake. fluffily ironic patterns slee,Supplier#000000283,"1FGqEo9E RAJEcrWCw14KgoXjDJbxFWhh","780-103-2727",9671.0100
284,8,regular platelets integrate fur,Supplier#000000284,"VxB0h,Eqo1IuSD8","305-240-5468",6195.5000
285,13,permanently ironic deposits affix carefully. quickly special fox,Supplier#000000285,"PNoglaiqb,2ki,FTKm6fBKE","957-875-8462",9771.9100
286,1,final instructions are furiously alongside of the slyly,Supplier#000000286,ytp7OlBMRSQaJPN8MmN1nmBbCH3X2wotl s2bz,"572-468-1937",3527.3500
287,5,furiously ironic ideas are caref,Supplier#000000287,jOmmd4YGM9u64ZxO5caQSaZPMVAPT,"856-104-8795",2637.7100
288,0,ironic even packages are according to the quickly final packages. stealthily bold pla,Supplier#000000288,"GWb2zU2XorErEu6TIJN,5nPlmvjIDu","233-275-2772",3237.6700
289,9,final instructions nag furiously. packages cajole. regular instructions hagg,Supplier#000000289,rur63wEEfJj,"670-437-3231",1390.6300
290,4,quickly unusual requests cajole slyly. slyly special packages sleep,Supplier#000000290,rkVLkM9b0SWI3mJK vy4F7becNFoXW1N8proab,"211-293-1019",9995.7700
291,23,carefully regular excuses al,Supplier#000000291,y45JXOrNatJk2SrLPtZBc9OFLeIL,"809-896-7518",8277.4000
292,7,regular realms haggle ruthlessly. furiously b,Supplier#000000292,CL6HYffMGw XulG84qCo8LL3,"519-915-4578",969.5300
293,11,carefully unusual somas are quickly bold ,Supplier#000000293,"AeJ0tRSEte,b8rogAr5nrSpiDNBSj03s","208-986-5185",-497.2100
294,24,furiously final accounts about the ironic ironic ,Supplier#000000294,"iy e2b2KQJrrp,XqCPHsKFewdA","818-360-4691",639.0500
295,12,regular accounts detect regular furious pinto beans. care,Supplier#000000295,"82B,YGGinVbNO8P230LDHkXfv","192-778-4607",2657.5600
296,6,carefully even accounts affix. closely unusual notornis ca,Supplier#000000296,"dLx4ZU7QgREPsVo4NyV5B0FSEHCyvjteQoo,rhB","282-347-1840",9674.3400
297,13,carefully final foxes sleep. fluffily ironic,Supplier#000000297,"unlVvXF6MTmDtWFONFXUggQVbm5mWa,PZAHgCXCY","861-149-2187",3756.9800
298,0,final unusual pinto beans believe carefully about the even in,Supplier#000000298,"8KGarm0Q  6URnjXcdmkxDKqZMJEyt UKRfH0JU","198-305-1872",-987.2500
299,3,daringly special foxes nag acr,Supplier#000000299,IQd k6lKqgJUMr4poHZpit,"899-676-8748",5645.0600
300,1,carefully express warthogs are blithely permanently bold accounts. bold ideas hag,Supplier#000000300,APTlKPoy1Slayt,"111-596-7278",9023.9700
301,2,furiously ironic packages sleep about the final speci,Supplier#000000301,rtr7gzw619ktNcOWowJf3CVVovry0f4LVowqt OP,"689-746-3747",4732.2500
302,4,slyly ironic pinto beans nag silently. fluffily final deposits beside the silent de,Supplier#000000302,"4y1D6 r2PmXn3rgaknLHLIjvxN54Mu9kHIlgb","121-405-8471",6896.2400
303,17,patterns wake across the blithely sly excuses. blithe,Supplier#000000303,mk4qcQXoPOIhLKI7lKKKHU9QVShnfCq,"799-152-3719",8919.6600
304,7,carefully regular platelets wake. final foxes c,Supplier#000000304,"oQ1vPdb LdO14VhcPhsUnYdtIlLuP7EjQcxZM,6","219-441-5574",4321.1800
305,17,carefully unusual platelets after the slyly final instructions us,Supplier#000000305,"nXsKqPkCQ0wg7VEN9m6,ktBHjUrY","452-199-5658",1612.4000
306,14,bold deposits cajole furio,Supplier#000000306,YyqdEtjmWXPletx0Fu,"331-881-5151",7771.4600
307,21,regular final accounts haggle furiou,Supplier#000000307,pLGHPkaK eiuoVPorBW,"860-490-1071",6554.2100
308,9,ironic foxes across the furiously even accounts use ,Supplier#000000308,RXXIBJjoHFuCNHkg68S,"593-671-6157",9425.5800
309,10,slyly blithe platelets use furiousl,Supplier#000000309,xsJtCUwR3cWOZ72RuEvbPyZGzvit,"795-101-3247",3842.6500
310,5,quickly special requests nag quickly pending deposits. final deposits,Supplier#000000310,DZu6TU9dbOfrD7gbRPVc7Uu4gttjpq,"902-677-2654",8872.0200
311,2,final deposits cajole slyly ironic packages. courts use. fluffily pending ,Supplier#000000311,LWIZ0nK8Hnd3kxlbhA8 UjGH4nlkVjZ 72alH,"426-492-9194",6387.6300
312,6,final pinto beans about the furiously even asymptot,Supplier#000000312,"q4MUq2Y2lJ,0jH71UauPYm7t56yK8XtlR9o","550-460-4487",4683.1500
313,2,special dolphins are furiously ideas. slyly silent reque,Supplier#000000313,"1rX5p746mQTcstRBTED8EF49YXqm","366-232-4462",6089.6800
314,0,slyly final pinto beans about the blithely final instructions haggle above the bold theodolites,Supplier#000000314,"ImYb3fMrkKAJKZ aNDmjZyVjH62H2z df,,2","949-615-2643",8823.1600
315,2,ideas after the blithely exp,Supplier#000000315,yauHlz4iJovwXU0pa4L,"190-316-8053",2762.6900
316,17,slyly ironic packages haggle quickly above the slyly fluffy dolphins: slyly regular attainm,Supplier#000000316,"Pw0UgW6NlX,","980-481-6186",1217.3200
317,15,furiously express requests use carefull,Supplier#000000317,ubS3cshJy tUg03,"435-633-6556",6492.7000
318,17,furiously regular accounts haggle according to the pending deposits. ironic silent accounts haggle ru,Supplier#000000318,"5TqnbsJ5YTPS0aP9bPDJhi4Jd,Xy","175-678-5303",8242.0200
319,16,requests use furiously after the carefully unusual waters. idle final acco,Supplier#000000319,wQ4eUttAyv3Qy6J,"218-770-2154",7412.5600
